Feature name	Feature description	Feature name paper	Feature ID	Feature type	Feature variation	Phenotype1	Description phenotype 1	Phenotype2	Description phenotype 2	Tissue	Tissue description	Experimental	Method	Interaction observed	Name interactive feature	ID interactive feature	Type interactive feature	Organism	Population	T.cruzi strain	Paper PMID	Paper DOI	Paper title	Paper publication date
Ccl4	chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]	MIP-1Î²	ENSMUSG00000018930	Protein	UP	Acute	15 days pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl4	chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]	MIP-1Î²	ENSMUSG00000018930	Protein	UP	Chronic	6 months pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl4	chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]	MIP-1Î²	ENSMUSG00000018930	Protein	UP	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	UP	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Acute	3 hours pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Acute	3 hours pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	UP	Chronic	6 months pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	UP	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Chronic	3 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	UP	Chronic	6 months pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	UP	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Ccl5	chemokine (C-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:98262]	RANTES	ENSMUSG00000035042	Protein	DOWN	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Acute	3 hours pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Acute	3 hours pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Chronic	3 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	UP	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf1	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]	M-CSF	ENSMUSG00000014599	Protein	DOWN	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf2	colony stimulating factor 2 (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339752]	GM-CSF	ENSMUSG00000018916	Protein	UP	Acute	3 hours pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf2	colony stimulating factor 2 (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339752]	GM-CSF	ENSMUSG00000018916	Protein	UP	Chronic	3 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	3 hours pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	UP	Chronic	6 months pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	G-CSF	ENSMUSG00000038067	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Cxcl1	chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]	KC	ENSMUSG00000029380	Protein	DOWN	Acute	15 days pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Cxcl1	chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]	KC	ENSMUSG00000029380	Protein	UP	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
